"sampleName","cellLine","numberCells","technique","ip","patient","treatment","experimentName","biologicalReplicate","technicalReplicate","filePath","genome","readType","readLength","controlSampleName","controlSampleFilePath","peakFile"
"K562_10M_CM_H3K4ME1_nan_nan_1_0_hg19","K562","10M","CM","H3K4ME1",,,,1,0,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10M_CM_H3K4ME1_nan_nan_1_0_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,"K562_10M_CM_IGG_nan_nan_4_1_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10M_CM_IGG_nan_nan_4_1_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_10M_CM_H3K4ME1_nan_nan_1_0_hg19/K562_10M_CM_H3K4ME1_nan_nan_1_0_hg19_peaks.narrowPeak"
"K562_10M_CM_H3K4ME1_nan_nan_1_1_hg19","K562","10M","CM","H3K4ME1",,,"CM22-4",1,1,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10M_CM_H3K4ME1_nan_nan_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,"K562_10M_CM_IGG_nan_nan_4_1_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10M_CM_IGG_nan_nan_4_1_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_10M_CM_H3K4ME1_nan_nan_1_1_hg19/K562_10M_CM_H3K4ME1_nan_nan_1_1_hg19_peaks.narrowPeak"
"K562_10M_CM_H3K4ME1_nan_nan_1_2_hg19","K562","10M","CM","H3K4ME1",,,"CM22-4",1,2,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10M_CM_H3K4ME1_nan_nan_1_2_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,"K562_10M_CM_IGG_nan_nan_4_1_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10M_CM_IGG_nan_nan_4_1_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_10M_CM_H3K4ME1_nan_nan_1_2_hg19/K562_10M_CM_H3K4ME1_nan_nan_1_2_hg19_peaks.narrowPeak"
"K562_10M_CM_H3K4ME1_nan_nan_2_1_hg19","K562","10M","CM","H3K4ME1",,,"CM24-2",2,1,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10M_CM_H3K4ME1_nan_nan_2_1_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,"K562_10M_CM_IGG_nan_nan_4_1_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10M_CM_IGG_nan_nan_4_1_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_10M_CM_H3K4ME1_nan_nan_2_1_hg19/K562_10M_CM_H3K4ME1_nan_nan_2_1_hg19_peaks.narrowPeak"
"wgEncodeBroadHistoneK562H3k4me1StdAln","K562",,"CHIP","H3K4ME1",,,"ENCODE",0,0,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/wgEncodeBroadHistoneK562H3k4me1StdAln.bam","hg19","SE",,"wgEncodeBroadHistoneK562ControlStdAlnRep1","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/wgEncodeBroadHistoneK562ControlStdAlnRep1.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/wgEncodeBroadHistoneK562H3k4me1StdAln/wgEncodeBroadHistoneK562H3k4me1StdAln_peaks.narrowPeak"
"K562_100K_CM_H3K4ME3_nan_nan_1_1_hg19","K562","100K","CM","H3K4ME3",,,"CM8-3",1,1,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_100K_CM_H3K4ME3_nan_nan_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,"K562_100K_CM_IGG_nan_nan_1_1_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_100K_CM_IGG_nan_nan_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_100K_CM_H3K4ME3_nan_nan_1_1_hg19/K562_100K_CM_H3K4ME3_nan_nan_1_1_hg19_peaks.narrowPeak"
"K562_10K_CM_H3K4ME3_nan_nan_0_0_hg19","K562","10K","CM","H3K4ME3",,,,0,0,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10K_CM_H3K4ME3_nan_nan_0_0_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,"K562_10K_CM_IGG_nan_nan_0_0_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10K_CM_IGG_nan_nan_0_0_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_10K_CM_H3K4ME3_nan_nan_0_0_hg19/K562_10K_CM_H3K4ME3_nan_nan_0_0_hg19_peaks.narrowPeak"
"K562_10K_CM_H3K4ME3_nan_nan_1_1_hg19","K562","10K","CM","H3K4ME3",,,"CM1-3",1,1,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10K_CM_H3K4ME3_nan_nan_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,"K562_10K_CM_IGG_nan_nan_1_1_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10K_CM_IGG_nan_nan_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_10K_CM_H3K4ME3_nan_nan_1_1_hg19/K562_10K_CM_H3K4ME3_nan_nan_1_1_hg19_peaks.narrowPeak"
"K562_10K_CM_H3K4ME3_nan_nan_2_1_hg19","K562","10K","CM","H3K4ME3",,,"CM8-2",2,1,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10K_CM_H3K4ME3_nan_nan_2_1_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,"K562_10K_CM_IGG_nan_nan_2_1_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10K_CM_IGG_nan_nan_2_1_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_10K_CM_H3K4ME3_nan_nan_2_1_hg19/K562_10K_CM_H3K4ME3_nan_nan_2_1_hg19_peaks.narrowPeak"
"K562_10K_CM_H3K4ME3_nan_nan_3_0_hg19","K562","10K","CM","H3K4ME3",,,,3,0,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10K_CM_H3K4ME3_nan_nan_3_0_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,"K562_10K_CM_IGG_nan_nan_3_0_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10K_CM_IGG_nan_nan_3_0_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_10K_CM_H3K4ME3_nan_nan_3_0_hg19/K562_10K_CM_H3K4ME3_nan_nan_3_0_hg19_peaks.narrowPeak"
"K562_10K_CM_H3K4ME3_nan_nan_3_1_hg19","K562","10K","CM","H3K4ME3",,,"CM11-5",3,1,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10K_CM_H3K4ME3_nan_nan_3_1_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,"K562_10K_CM_IGG_nan_nan_3_0_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10K_CM_IGG_nan_nan_3_0_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_10K_CM_H3K4ME3_nan_nan_3_1_hg19/K562_10K_CM_H3K4ME3_nan_nan_3_1_hg19_peaks.narrowPeak"
"K562_10K_CM_H3K4ME3_nan_nan_3_2_hg19","K562","10K","CM","H3K4ME3",,,"CM11-5",3,2,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10K_CM_H3K4ME3_nan_nan_3_2_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,"K562_10K_CM_IGG_nan_nan_3_0_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10K_CM_IGG_nan_nan_3_0_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_10K_CM_H3K4ME3_nan_nan_3_2_hg19/K562_10K_CM_H3K4ME3_nan_nan_3_2_hg19_peaks.narrowPeak"
"K562_10K_CM_H3K4ME3_nan_nan_4_0_hg19","K562","10K","CM","H3K4ME3",,,,4,0,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10K_CM_H3K4ME3_nan_nan_4_0_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,"K562_10K_CM_IGG_nan_nan_4_0_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10K_CM_IGG_nan_nan_4_0_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_10K_CM_H3K4ME3_nan_nan_4_0_hg19/K562_10K_CM_H3K4ME3_nan_nan_4_0_hg19_peaks.narrowPeak"
"K562_10K_CM_H3K4ME3_nan_nan_4_1_hg19","K562","10K","CM","H3K4ME3",,,"CM12-5",4,1,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10K_CM_H3K4ME3_nan_nan_4_1_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,"K562_10K_CM_IGG_nan_nan_4_0_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10K_CM_IGG_nan_nan_4_0_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_10K_CM_H3K4ME3_nan_nan_4_1_hg19/K562_10K_CM_H3K4ME3_nan_nan_4_1_hg19_peaks.narrowPeak"
"K562_10K_CM_H3K4ME3_nan_nan_4_2_hg19","K562","10K","CM","H3K4ME3",,,"CM12-5",4,2,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10K_CM_H3K4ME3_nan_nan_4_2_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,"K562_10K_CM_IGG_nan_nan_4_0_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_10K_CM_IGG_nan_nan_4_0_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_10K_CM_H3K4ME3_nan_nan_4_2_hg19/K562_10K_CM_H3K4ME3_nan_nan_4_2_hg19_peaks.narrowPeak"
"K562_1K_CM_H3K4ME3_nan_nan_0_0_hg19","K562","1K","CM","H3K4ME3",,,,0,0,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_1K_CM_H3K4ME3_nan_nan_0_0_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,"K562_1K_CM_IGG_nan_nan_1_1_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_1K_CM_IGG_nan_nan_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_1K_CM_H3K4ME3_nan_nan_0_0_hg19/K562_1K_CM_H3K4ME3_nan_nan_0_0_hg19_peaks.narrowPeak"
"K562_1K_CM_H3K4ME3_nan_nan_1_1_hg19","K562","1K","CM","H3K4ME3",,,"CM8-1",1,1,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_1K_CM_H3K4ME3_nan_nan_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,"K562_1K_CM_IGG_nan_nan_1_1_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_1K_CM_IGG_nan_nan_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_1K_CM_H3K4ME3_nan_nan_1_1_hg19/K562_1K_CM_H3K4ME3_nan_nan_1_1_hg19_peaks.narrowPeak"
"K562_1K_CM_H3K4ME3_nan_nan_2_1_hg19","K562","1K","CM","H3K4ME3",,,"CM17-3",2,1,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_1K_CM_H3K4ME3_nan_nan_2_1_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,"K562_1K_CM_IGG_nan_nan_1_1_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_1K_CM_IGG_nan_nan_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_1K_CM_H3K4ME3_nan_nan_2_1_hg19/K562_1K_CM_H3K4ME3_nan_nan_2_1_hg19_peaks.narrowPeak"
"K562_1M_CM_H3K4ME3_nan_nan_1_1_hg19","K562","1M","CM","H3K4ME3",,,"CM2-1",1,1,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_1M_CM_H3K4ME3_nan_nan_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,"K562_1M_CM_IGG_nan_nan_1_1_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_1M_CM_IGG_nan_nan_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_1M_CM_H3K4ME3_nan_nan_1_1_hg19/K562_1M_CM_H3K4ME3_nan_nan_1_1_hg19_peaks.narrowPeak"
"K562_3K_CM_H3K4ME3_nan_nan_0_0_hg19","K562","3K","CM","H3K4ME3",,,,0,0,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_3K_CM_H3K4ME3_nan_nan_0_0_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,,,
"K562_3K_CM_H3K4ME3_nan_nan_1_1_hg19","K562","3K","CM","H3K4ME3",,,"CM17-1",1,1,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_3K_CM_H3K4ME3_nan_nan_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,,,
"K562_3K_CM_H3K4ME3_nan_nan_2_1_hg19","K562","3K","CM","H3K4ME3",,,"CM18-1",2,1,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_3K_CM_H3K4ME3_nan_nan_2_1_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,,,
"K562_500K_ATAC_H3K4ME3_nan_01ULTN5_PE_1_1_hg19","K562","500K","ATAC","H3K4ME3",,"01ULTN5_PE","CM25-6",1,1,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_ATAC_H3K4ME3_nan_01ULTN5_PE_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","PE",100,"K562_500K_ATAC_INPUT_nan_01ULTN5_PE_1_1_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_ATAC_INPUT_nan_01ULTN5_PE_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_500K_ATAC_H3K4ME3_nan_01ULTN5_PE_1_1_hg19/K562_500K_ATAC_H3K4ME3_nan_01ULTN5_PE_1_1_hg19_peaks.narrowPeak"
"K562_500K_CM_H3K4ME3_nan_02ULTN5_PE_1_1_hg19","K562","500K","CM","H3K4ME3",,"02ULTN5_PE","CM25-1",1,1,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CM_H3K4ME3_nan_02ULTN5_PE_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","PE",100,"K562_500K_CM_IGG_nan_1ULTN5_PE_1_1_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CM_IGG_nan_1ULTN5_PE_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_500K_CM_H3K4ME3_nan_02ULTN5_PE_1_1_hg19/K562_500K_CM_H3K4ME3_nan_02ULTN5_PE_1_1_hg19_peaks.narrowPeak"
"K562_500K_CM_H3K4ME3_nan_05ULTN5_PE_1_1_hg19","K562","500K","CM","H3K4ME3",,"05ULTN5_PE","CM25-2",1,1,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CM_H3K4ME3_nan_05ULTN5_PE_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","PE",100,"K562_500K_CM_IGG_nan_1ULTN5_PE_1_1_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CM_IGG_nan_1ULTN5_PE_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_500K_CM_H3K4ME3_nan_05ULTN5_PE_1_1_hg19/K562_500K_CM_H3K4ME3_nan_05ULTN5_PE_1_1_hg19_peaks.narrowPeak"
"K562_500K_CM_H3K4ME3_nan_1ULTN5_PE_1_1_hg19","K562","500K","CM","H3K4ME3",,"1ULTN5_PE","CM25-3",1,1,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CM_H3K4ME3_nan_1ULTN5_PE_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","PE",100,"K562_500K_CM_IGG_nan_1ULTN5_PE_1_1_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CM_IGG_nan_1ULTN5_PE_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_500K_CM_H3K4ME3_nan_1ULTN5_PE_1_1_hg19/K562_500K_CM_H3K4ME3_nan_1ULTN5_PE_1_1_hg19_peaks.narrowPeak"
"K562_500K_CM_H3K4ME3_nan_5ULTN5_PE_1_1_hg19","K562","500K","CM","H3K4ME3",,"5ULTN5_PE","CM25-4",1,1,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CM_H3K4ME3_nan_5ULTN5_PE_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","PE",100,"K562_500K_CM_IGG_nan_1ULTN5_PE_1_1_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CM_IGG_nan_1ULTN5_PE_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_500K_CM_H3K4ME3_nan_5ULTN5_PE_1_1_hg19/K562_500K_CM_H3K4ME3_nan_5ULTN5_PE_1_1_hg19_peaks.narrowPeak"
"K562_500K_CHIP_H3K4ME3_nan_nan_0_0_hg19","K562","500K","CHIP","H3K4ME3",,,,0,0,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CHIP_H3K4ME3_nan_nan_0_0_hg19.trimmed.bowtie2.dups.bam","hg19","SE",50,"K562_500K_CHIP_IGG_nan_nan_0_0_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CHIP_IGG_nan_nan_0_0_hg19.trimmed.bowtie2.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_500K_CHIP_H3K4ME3_nan_nan_0_0_hg19/K562_500K_CHIP_H3K4ME3_nan_nan_0_0_hg19_peaks.narrowPeak"
"K562_500K_CHIP_H3K4ME3_nan_nan_1_0_hg19","K562","500K","CHIP","H3K4ME3",,,,1,0,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CHIP_H3K4ME3_nan_nan_1_0_hg19.trimmed.bowtie2.dups.bam","hg19","SE",50,"K562_500K_CHIP_IGG_nan_nan_1_1_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CHIP_IGG_nan_nan_1_1_hg19.trimmed.bowtie2.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_500K_CHIP_H3K4ME3_nan_nan_1_0_hg19/K562_500K_CHIP_H3K4ME3_nan_nan_1_0_hg19_peaks.narrowPeak"
"K562_500K_CHIP_H3K4ME3_nan_nan_1_1_hg19","K562","500K","CHIP","H3K4ME3",,,"CM11-9",1,1,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CHIP_H3K4ME3_nan_nan_1_1_hg19.trimmed.bowtie2.dups.bam","hg19","SE",50,"K562_500K_CHIP_IGG_nan_nan_1_1_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CHIP_IGG_nan_nan_1_1_hg19.trimmed.bowtie2.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_500K_CHIP_H3K4ME3_nan_nan_1_1_hg19/K562_500K_CHIP_H3K4ME3_nan_nan_1_1_hg19_peaks.narrowPeak"
"K562_500K_CHIP_H3K4ME3_nan_nan_1_2_hg19","K562","500K","CHIP","H3K4ME3",,,"CM11-9",1,2,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CHIP_H3K4ME3_nan_nan_1_2_hg19.trimmed.bowtie2.dups.bam","hg19","SE",50,"K562_500K_CHIP_IGG_nan_nan_1_1_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CHIP_IGG_nan_nan_1_1_hg19.trimmed.bowtie2.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_500K_CHIP_H3K4ME3_nan_nan_1_2_hg19/K562_500K_CHIP_H3K4ME3_nan_nan_1_2_hg19_peaks.narrowPeak"
"K562_500K_CHIP_H3K4ME3_nan_nan_1_3_hg19","K562","500K","CHIP","H3K4ME3",,,"CM11-9",1,3,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CHIP_H3K4ME3_nan_nan_1_3_hg19.trimmed.bowtie2.dups.bam","hg19","SE",50,"K562_500K_CHIP_IGG_nan_nan_1_1_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CHIP_IGG_nan_nan_1_1_hg19.trimmed.bowtie2.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_500K_CHIP_H3K4ME3_nan_nan_1_3_hg19/K562_500K_CHIP_H3K4ME3_nan_nan_1_3_hg19_peaks.narrowPeak"
"K562_500K_CHIP_H3K4ME3_nan_nan_2_0_hg19","K562","500K","CHIP","H3K4ME3",,,,2,0,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CHIP_H3K4ME3_nan_nan_2_0_hg19.trimmed.bowtie2.dups.bam","hg19","SE",50,"K562_500K_CHIP_IGG_nan_nan_2_0_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CHIP_IGG_nan_nan_2_0_hg19.trimmed.bowtie2.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_500K_CHIP_H3K4ME3_nan_nan_2_0_hg19/K562_500K_CHIP_H3K4ME3_nan_nan_2_0_hg19_peaks.narrowPeak"
"K562_500K_CHIP_H3K4ME3_nan_nan_2_1_hg19","K562","500K","CHIP","H3K4ME3",,,"CM12-9",2,1,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CHIP_H3K4ME3_nan_nan_2_1_hg19.trimmed.bowtie2.dups.bam","hg19","SE",50,"K562_500K_CHIP_IGG_nan_nan_2_1_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CHIP_IGG_nan_nan_2_1_hg19.trimmed.bowtie2.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_500K_CHIP_H3K4ME3_nan_nan_2_1_hg19/K562_500K_CHIP_H3K4ME3_nan_nan_2_1_hg19_peaks.narrowPeak"
"K562_500K_CHIP_H3K4ME3_nan_nan_2_2_hg19","K562","500K","CHIP","H3K4ME3",,,"CM12-9",2,2,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CHIP_H3K4ME3_nan_nan_2_2_hg19.trimmed.bowtie2.dups.bam","hg19","SE",50,"K562_500K_CHIP_IGG_nan_nan_2_2_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CHIP_IGG_nan_nan_2_2_hg19.trimmed.bowtie2.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_500K_CHIP_H3K4ME3_nan_nan_2_2_hg19/K562_500K_CHIP_H3K4ME3_nan_nan_2_2_hg19_peaks.narrowPeak"
"K562_500K_CM_H3K4ME3_nan_nan_0_0_hg19","K562","500K","CM","H3K4ME3",,,,0,0,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CM_H3K4ME3_nan_nan_0_0_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,"K562_500K_CM_IGG_nan_nan_0_0_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CM_IGG_nan_nan_0_0_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_500K_CM_H3K4ME3_nan_nan_0_0_hg19/K562_500K_CM_H3K4ME3_nan_nan_0_0_hg19_peaks.narrowPeak"
"K562_500K_CM_H3K4ME3_nan_nan_1_0_hg19","K562","500K","CM","H3K4ME3",,,,1,0,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CM_H3K4ME3_nan_nan_1_0_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,"K562_500K_CM_IGG_nan_nan_1_0_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CM_IGG_nan_nan_1_0_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_500K_CM_H3K4ME3_nan_nan_1_0_hg19/K562_500K_CM_H3K4ME3_nan_nan_1_0_hg19_peaks.narrowPeak"
"K562_500K_CM_H3K4ME3_nan_nan_1_1_hg19","K562","500K","CM","H3K4ME3",,,"CM11-1",1,1,"/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CM_H3K4ME3_nan_nan_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","hg19","SE",50,"K562_500K_CM_IGG_nan_nan_1_1_hg19","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/mapped/K562_500K_CM_IGG_nan_nan_1_1_hg19.trimmed.bowtie2.shifted.dups.bam","/fhgfs/groups/lab_bock/shared/projects/chipmentation/data/peaks/K562_500K_CM_H3K4ME3_nan_nan_1_1_hg19/K562_500K_CM_H3K4ME3_nan_nan_1_1_hg19_peaks.narrowPeak"
